OrderID,Week,Order_Date,Customer_Name,Customer_Age,Country,City,Product,Units_Sold,Price_INR,Marketing_Spend_INR,Discount_Percentage,Payment_Method,Shipping_Status,Delivery_Time_Days,Revenue_INR,Discount_Amount_INR,Final_Amount_INR
705,18,2023-01-30 08:00:00,Fatima Khan,35,UK,Mumbai,Drone,21,28472,26663,16,UPI,Returned,10,597912,95666.0,502246.0
706,19,2023-01-30 09:00:00,Diya Iyer,28,UK,Mumbai,Smart TV,15,60946,12713,23,Credit Card,Returned,14,914190,210264.0,703926.0
707,19,2023-01-30 10:00:00,James Smith,40,USA,Kolkata,Router,17,27849,10028,1,UPI,Shipped,4,473433,4734.0,468699.0
708,5,2023-01-30 11:00:00,Emma Brown,39,Canada,Dubai,Router,37,2541,14662,13,Debit Card,Returned,10,94017,12222.0,81795.0
709,18,2023-01-30 12:00:00,Yuki Nakamura,34,Germany,Mumbai,Smartwatch,13,3765,28213,2,Cash on Delivery,Returned,5,48945,979.0,47966.0
710,10,2023-01-30 13:00:00,Diya Iyer,22,Italy,Kolkata,Router,19,44074,9353,4,UPI,Delivered,12,837406,33496.0,803910.0
711,6,2023-01-30 14:00:00,Diya Iyer,28,India,Mumbai,DSLR Camera,30,30283,7687,13,UPI,Shipped,12,908490,118104.0,790386.0
712,1,2023-01-30 15:00:00,Aditi Verma,47,India,Kolkata,Smart TV,45,1769,532,2,Credit Card,Pending,1,79605,1592.0,78013.0
713,5,2023-01-30 16:00:00,James Smith,32,Italy,Bangalore,Drone,18,18806,15393,22,Debit Card,Shipped,5,338508,74472.0,264036.0
714,9,2023-01-30 17:00:00,Arjun Reddy,44,Australia,Tokyo,Smart TV,14,3972,14908,6,UPI,Delivered,1,55608,3336.0,52272.0
715,12,2023-01-30 18:00:00,Arjun Reddy,52,UAE,Kolkata,Power Bank,36,19256,22869,29,Cash on Delivery,Delivered,9,693216,201033.0,492183.0
716,14,2023-01-30 19:00:00,Emily Johnson,50,Australia,Paris,Smartwatch,36,19653,15660,17,Cash on Delivery,Delivered,7,707508,120276.0,587232.0
717,2,2023-01-30 20:00:00,Aarav Patel,37,UAE,Mumbai,Smartphone,20,40339,3914,12,UPI,Returned,3,806780,96814.0,709966.0
718,17,2023-01-30 21:00:00,Liam Walker,33,Italy,Chennai,Router,19,26757,18040,28,Debit Card,Shipped,9,508383,142347.0,366036.0
719,14,2023-01-30 22:00:00,Diya Iyer,51,India,Tokyo,Tablet,45,43399,20010,22,Cash on Delivery,Returned,2,1952955,429650.0,1523305.0
720,13,2023-01-30 23:00:00,Emily Johnson,19,Japan,Bangalore,Smart TV,44,45013,25136,26,Cash on Delivery,Returned,12,1980572,514949.0,1465623.0
721,9,2023-01-31 00:00:00,Yuki Nakamura,52,India,Berlin,Smartwatch,7,15706,12620,21,Debit Card,Shipped,7,109942,23088.0,86854.0
722,15,2023-01-31 01:00:00,Aarav Patel,57,Australia,Kolkata,Bluetooth Speaker,44,39231,2043,9,Debit Card,Delivered,9,1726164,155355.0,1570809.0
723,15,2023-01-31 02:00:00,Chen Wei,45,France,Chennai,Gaming Console,4,28909,771,24,UPI,Pending,6,115636,27753.0,87883.0
724,11,2023-01-31 03:00:00,Diya Iyer,56,Italy,Kolkata,Bluetooth Speaker,34,77631,5795,12,Net Banking,Pending,10,2639454,316734.0,2322720.0
725,16,2023-01-31 04:00:00,Sophia Davis,23,Australia,Dubai,Smartwatch,2,58572,20960,15,Credit Card,Shipped,5,117144,17572.0,99572.0
726,17,2023-01-31 05:00:00,James Smith,26,Japan,Mumbai,Router,5,64767,15463,8,Net Banking,Shipped,12,323835,25907.0,297928.0
727,4,2023-01-31 06:00:00,Liam Walker,37,Germany,New York,Laptop,10,27469,12080,1,Net Banking,Delivered,7,274690,2747.0,271943.0
728,1,2023-01-31 07:00:00,Fatima Khan,18,UAE,London,Router,32,2313,22786,22,Cash on Delivery,Shipped,14,74016,16284.0,57732.0
729,8,2023-01-31 08:00:00,Aditi Verma,25,India,Delhi,Laptop,42,8847,27828,4,Debit Card,Shipped,6,371574,14863.0,356711.0
730,17,2023-01-31 09:00:00,James Smith,40,USA,Dubai,Drone,41,51222,19593,28,Cash on Delivery,Delivered,5,2100102,588029.0,1512073.0
731,3,2023-01-31 10:00:00,Emily Johnson,20,France,Chennai,Drone,13,75702,26230,21,Credit Card,Delivered,14,984126,206666.0,777460.0
732,20,2023-01-31 11:00:00,Rahul Sharma,21,UK,Dubai,Smartwatch,39,10930,22105,16,UPI,Returned,2,426270,68203.0,358067.0
733,15,2023-01-31 12:00:00,Haruto Tanaka,42,Japan,Hyderabad,Power Bank,5,4285,13097,22,Credit Card,Shipped,8,21425,4714.0,16711.0
734,15,2023-01-31 13:00:00,Liam Walker,55,Australia,Kolkata,Drone,10,36863,12545,21,Cash on Delivery,Pending,13,368630,77412.0,291218.0
735,14,2023-01-31 14:00:00,Liam Walker,32,UAE,Kolkata,Power Bank,10,17704,14103,3,Cash on Delivery,Shipped,7,177040,5311.0,171729.0
736,14,2023-01-31 15:00:00,Yuki Nakamura,38,USA,Paris,Drone,38,19705,10437,16,Cash on Delivery,Pending,6,748790,119806.0,628984.0
737,2,2023-01-31 16:00:00,Aditi Verma,52,China,Delhi,Router,27,1555,15330,8,Cash on Delivery,Pending,5,41985,3359.0,38626.0
738,13,2023-01-31 17:00:00,Suresh Kumar,31,Canada,Delhi,Smart TV,21,22323,28508,19,Net Banking,Pending,5,468783,89069.0,379714.0
739,14,2023-01-31 18:00:00,Arjun Reddy,53,India,Hyderabad,DSLR Camera,8,71968,25413,1,UPI,Returned,9,575744,5757.0,569987.0
740,19,2023-01-31 19:00:00,Arjun Reddy,29,Canada,Mumbai,Tablet,1,67922,7222,23,Net Banking,Delivered,1,67922,15622.0,52300.0
741,7,2023-01-31 20:00:00,Chen Wei,34,Japan,London,Router,28,54915,8701,17,Cash on Delivery,Delivered,9,1537620,261395.0,1276225.0
742,3,2023-01-31 21:00:00,Rahul Sharma,56,China,New York,Fitness Band,49,11619,4644,20,Debit Card,Returned,6,569331,113866.0,455465.0
743,15,2023-01-31 22:00:00,Sophia Davis,26,China,Berlin,Smart TV,39,73390,6106,26,Net Banking,Delivered,4,2862210,744175.0,2118035.0
744,14,2023-01-31 23:00:00,Yuki Nakamura,52,China,New York,Fitness Band,14,60274,7266,21,Cash on Delivery,Returned,10,843836,177206.0,666630.0
745,11,2023-02-01 00:00:00,Sophia Davis,30,UK,Bangalore,Bluetooth Speaker,21,74173,17614,10,Cash on Delivery,Shipped,14,1557633,155763.0,1401870.0
746,15,2023-02-01 01:00:00,Fatima Khan,32,Japan,Paris,Wireless Mouse,30,22225,16428,12,UPI,Returned,7,666750,80010.0,586740.0
747,13,2023-02-01 02:00:00,Aarav Patel,35,Germany,Berlin,Tablet,21,27739,21774,7,Credit Card,Delivered,9,582519,40776.0,541743.0
748,18,2023-02-01 03:00:00,James Smith,50,Canada,Bangalore,Bluetooth Speaker,49,48708,2148,26,Net Banking,Delivered,5,2386692,620540.0,1766152.0
749,6,2023-02-01 04:00:00,Chen Wei,23,Germany,Mumbai,Drone,9,54019,21112,0,Net Banking,Shipped,14,486171,0.0,486171.0
750,3,2023-02-01 05:00:00,Chen Wei,44,USA,Bangalore,Power Bank,17,77154,28730,16,Net Banking,Returned,5,1311618,209859.0,1101759.0
751,19,2023-02-01 06:00:00,Haruto Tanaka,40,Singapore,Bangalore,Drone,5,8373,2630,11,Cash on Delivery,Shipped,8,41865,4605.0,37260.0
752,15,2023-02-01 07:00:00,Emma Brown,44,France,Hyderabad,Smartwatch,31,36281,14892,3,UPI,Pending,7,1124711,33741.0,1090970.0
753,5,2023-02-01 08:00:00,Suresh Kumar,51,France,Hyderabad,DSLR Camera,40,21187,29547,20,Cash on Delivery,Returned,13,847480,169496.0,677984.0
754,10,2023-02-01 09:00:00,Emily Johnson,55,Germany,Bangalore,Drone,38,68863,11088,12,Cash on Delivery,Shipped,13,2616794,314015.0,2302779.0
755,7,2023-02-01 10:00:00,Diya Iyer,31,Singapore,Dubai,Keyboard,43,40220,4866,28,Debit Card,Shipped,8,1729460,484249.0,1245211.0
756,17,2023-02-01 11:00:00,Emma Brown,53,Singapore,Berlin,Bluetooth Speaker,19,8642,2006,8,UPI,Delivered,11,164198,13136.0,151062.0
757,7,2023-02-01 12:00:00,Aarav Patel,25,India,Tokyo,Power Bank,36,56556,19042,26,Net Banking,Returned,12,2036016,529364.0,1506652.0
758,12,2023-02-01 13:00:00,Emma Brown,52,USA,Tokyo,Keyboard,33,34760,19800,29,Credit Card,Pending,10,1147080,332653.0,814427.0
759,17,2023-02-01 14:00:00,Yuki Nakamura,36,Japan,Mumbai,DSLR Camera,13,39192,15722,6,Net Banking,Pending,2,509496,30570.0,478926.0
760,13,2023-02-01 15:00:00,Diya Iyer,47,Singapore,New York,Smart TV,14,5381,12863,22,Cash on Delivery,Returned,9,75334,16573.0,58761.0
761,20,2023-02-01 16:00:00,Liam Walker,31,Australia,Paris,Smartwatch,33,20558,20113,23,UPI,Returned,3,678414,156035.0,522379.0
762,4,2023-02-01 17:00:00,Rahul Sharma,37,Italy,Delhi,Gaming Console,29,31782,12295,4,UPI,Shipped,6,921678,36867.0,884811.0
763,10,2023-02-01 18:00:00,Arjun Reddy,42,France,Mumbai,Laptop,43,5782,10358,4,UPI,Delivered,6,248626,9945.0,238681.0
764,3,2023-02-01 19:00:00,Fatima Khan,57,Australia,Bangalore,Earbuds,49,55712,13116,16,Debit Card,Delivered,2,2729888,436782.0,2293106.0
765,9,2023-02-01 20:00:00,Sophia Davis,41,USA,Hyderabad,DSLR Camera,36,20462,23149,29,Net Banking,Delivered,12,736632,213623.0,523009.0
766,13,2023-02-01 21:00:00,Haruto Tanaka,31,Singapore,Kolkata,Keyboard,44,61030,4636,8,Debit Card,Returned,13,2685320,214826.0,2470494.0
767,18,2023-02-01 22:00:00,Yuki Nakamura,43,Canada,Dubai,Gaming Console,10,69519,13978,5,Credit Card,Delivered,7,695190,34760.0,660430.0
768,15,2023-02-01 23:00:00,Rahul Sharma,55,France,Chennai,Gaming Console,31,57411,11661,24,Cash on Delivery,Shipped,9,1779741,427138.0,1352603.0
769,4,2023-02-02 00:00:00,Liam Walker,40,India,Hyderabad,DSLR Camera,6,56206,3189,18,Debit Card,Returned,12,337236,60702.0,276534.0
770,15,2023-02-02 01:00:00,Emily Johnson,39,UAE,Tokyo,Gaming Console,1,47950,24074,15,Debit Card,Returned,10,47950,7192.0,40758.0
771,2,2023-02-02 02:00:00,Fatima Khan,36,India,Paris,Bluetooth Speaker,7,3523,27402,20,Cash on Delivery,Delivered,11,24661,4932.0,19729.0
772,15,2023-02-02 03:00:00,Yuki Nakamura,20,Italy,Berlin,Gaming Console,27,61926,3310,1,UPI,Pending,1,1672002,16720.0,1655282.0
773,8,2023-02-02 04:00:00,Liam Walker,59,China,Hyderabad,Drone,21,10677,27592,9,Cash on Delivery,Pending,8,224217,20180.0,204037.0
774,8,2023-02-02 05:00:00,Haruto Tanaka,36,UAE,Dubai,Fitness Band,28,76828,12163,15,Net Banking,Shipped,2,2151184,322678.0,1828506.0
775,17,2023-02-02 06:00:00,Arjun Reddy,26,UK,Berlin,Power Bank,16,16089,6652,4,Cash on Delivery,Delivered,14,257424,10297.0,247127.0
776,12,2023-02-02 07:00:00,Chen Wei,45,Singapore,Delhi,Tablet,46,5581,512,14,UPI,Delivered,1,256726,35942.0,220784.0
777,19,2023-02-02 08:00:00,Arjun Reddy,37,USA,Bangalore,Bluetooth Speaker,23,12907,11662,12,Cash on Delivery,Returned,8,296861,35623.0,261238.0
778,10,2023-02-02 09:00:00,Yuki Nakamura,24,France,Kolkata,Gaming Console,20,6609,22822,12,Debit Card,Returned,2,132180,15862.0,116318.0
779,9,2023-02-02 10:00:00,Arjun Reddy,31,UK,Tokyo,Router,38,52153,8499,12,Credit Card,Delivered,6,1981814,237818.0,1743996.0
780,5,2023-02-02 11:00:00,Rahul Sharma,26,USA,Tokyo,Smart TV,25,51539,7719,14,Debit Card,Returned,6,1288475,180386.0,1108089.0
781,6,2023-02-02 12:00:00,Rahul Sharma,36,Italy,Paris,Router,28,45143,5828,13,Credit Card,Delivered,5,1264004,164321.0,1099683.0
782,20,2023-02-02 13:00:00,Sophia Davis,31,Germany,London,Laptop,5,23936,4121,7,Cash on Delivery,Shipped,8,119680,8378.0,111302.0
783,2,2023-02-02 14:00:00,Yuki Nakamura,55,Singapore,New York,Smartwatch,21,51182,20567,10,Net Banking,Returned,3,1074822,107482.0,967340.0
784,13,2023-02-02 15:00:00,Sophia Davis,53,Japan,Delhi,Keyboard,18,14163,24756,17,Cash on Delivery,Delivered,13,254934,43339.0,211595.0
785,6,2023-02-02 16:00:00,Yuki Nakamura,57,Japan,Tokyo,Gaming Console,47,60758,12165,23,UPI,Returned,10,2855626,656794.0,2198832.0
786,5,2023-02-02 17:00:00,Chen Wei,34,Singapore,New York,Smartphone,6,47057,22194,3,Cash on Delivery,Shipped,4,282342,8470.0,273872.0
787,1,2023-02-02 18:00:00,Chen Wei,47,UAE,Tokyo,Drone,29,13537,11814,25,Credit Card,Returned,7,392573,98143.0,294430.0
788,6,2023-02-02 19:00:00,Emily Johnson,26,China,Berlin,Laptop,19,23419,28540,9,Debit Card,Delivered,7,444961,40046.0,404915.0
789,6,2023-02-02 20:00:00,Yuki Nakamura,50,China,Bangalore,Smart TV,33,43578,1152,0,Net Banking,Returned,13,1438074,0.0,1438074.0
790,16,2023-02-02 21:00:00,Haruto Tanaka,42,UAE,New York,Drone,1,75991,22683,28,Cash on Delivery,Returned,12,75991,21277.0,54714.0
791,4,2023-02-02 22:00:00,Aarav Patel,31,Japan,Dubai,Power Bank,45,75599,16682,4,Cash on Delivery,Delivered,14,3401955,136078.0,3265877.0
792,11,2023-02-02 23:00:00,Fatima Khan,28,Canada,London,Gaming Console,3,1834,9312,12,Debit Card,Pending,8,5502,660.0,4842.0
793,9,2023-02-03 00:00:00,Aditi Verma,52,UAE,Bangalore,Keyboard,42,33214,4290,0,Net Banking,Returned,2,1394988,0.0,1394988.0
794,3,2023-02-03 01:00:00,Diya Iyer,58,France,Dubai,Power Bank,21,3413,16159,22,Cash on Delivery,Returned,11,71673,15768.0,55905.0
795,19,2023-02-03 02:00:00,Aditi Verma,31,Japan,Kolkata,Gaming Console,35,10505,2145,7,Cash on Delivery,Shipped,12,367675,25737.0,341938.0
796,8,2023-02-03 03:00:00,Liam Walker,47,Canada,Delhi,Earbuds,41,3105,10935,2,Credit Card,Pending,2,127305,2546.0,124759.0
797,5,2023-02-03 04:00:00,Chen Wei,58,Italy,Delhi,Tablet,40,69104,21396,2,Credit Card,Shipped,4,2764160,55283.0,2708877.0
798,4,2023-02-03 05:00:00,Arjun Reddy,21,UK,Chennai,Power Bank,3,59408,21643,6,UPI,Delivered,13,178224,10693.0,167531.0
799,6,2023-02-03 06:00:00,Fatima Khan,21,Canada,Chennai,Tablet,25,38679,28567,3,Debit Card,Delivered,10,966975,29009.0,937966.0
800,2,2023-02-03 07:00:00,Emma Brown,45,UK,New York,Laptop,45,66131,22758,2,Net Banking,Shipped,13,2975895,59518.0,2916377.0
801,20,2023-02-03 08:00:00,Aarav Patel,25,USA,Berlin,Wireless Mouse,38,65280,28787,14,Cash on Delivery,Returned,9,2480640,347290.0,2133350.0
802,11,2023-02-03 09:00:00,Rahul Sharma,19,Australia,Delhi,Earbuds,45,16762,4188,7,Cash on Delivery,Pending,10,754290,52800.0,701490.0
803,4,2023-02-03 10:00:00,James Smith,58,USA,Paris,Smartwatch,20,59703,8189,2,UPI,Shipped,12,1194060,23881.0,1170179.0
804,15,2023-02-03 11:00:00,Suresh Kumar,39,Japan,New York,Bluetooth Speaker,44,64079,1879,28,Cash on Delivery,Shipped,9,2819476,789453.0,2030023.0
805,6,2023-02-03 12:00:00,Emily Johnson,58,UK,Chennai,Tablet,45,22577,4743,29,Debit Card,Delivered,13,1015965,294630.0,721335.0
806,17,2023-02-03 13:00:00,Arjun Reddy,33,Japan,Kolkata,Earbuds,34,2214,10737,6,UPI,Returned,13,75276,4517.0,70759.0
807,6,2023-02-03 14:00:00,Arjun Reddy,46,UAE,Tokyo,Wireless Mouse,21,49114,28124,17,Debit Card,Pending,4,1031394,175337.0,856057.0
808,19,2023-02-03 15:00:00,Haruto Tanaka,47,Singapore,Dubai,Keyboard,48,64230,26464,10,UPI,Shipped,9,3083040,308304.0,2774736.0
809,2,2023-02-03 16:00:00,Arjun Reddy,29,France,Berlin,Tablet,23,33980,23391,10,Cash on Delivery,Pending,14,781540,78154.0,703386.0
810,15,2023-02-03 17:00:00,Rahul Sharma,52,India,Hyderabad,Fitness Band,6,68194,16830,16,UPI,Pending,3,409164,65466.0,343698.0
811,11,2023-02-03 18:00:00,Rahul Sharma,28,Japan,New York,Router,13,78806,24703,27,Credit Card,Shipped,12,1024478,276609.0,747869.0
812,8,2023-02-03 19:00:00,Suresh Kumar,38,France,Kolkata,Fitness Band,49,38792,25477,5,Net Banking,Pending,5,1900808,95040.0,1805768.0
813,19,2023-02-03 20:00:00,Diya Iyer,38,UAE,Dubai,DSLR Camera,23,46807,19537,7,Cash on Delivery,Delivered,10,1076561,75359.0,1001202.0
814,13,2023-02-03 21:00:00,Yuki Nakamura,22,Canada,Delhi,Smart TV,9,23301,6111,0,Net Banking,Returned,9,209709,0.0,209709.0
815,12,2023-02-03 22:00:00,Emma Brown,37,UAE,Tokyo,Smartwatch,17,6141,23011,28,Cash on Delivery,Returned,6,104397,29231.0,75166.0
816,5,2023-02-03 23:00:00,Fatima Khan,54,Italy,Dubai,Router,2,14777,13016,9,Net Banking,Returned,3,29554,2660.0,26894.0
817,6,2023-02-04 00:00:00,Arjun Reddy,20,USA,London,Smart TV,19,39346,14386,27,Credit Card,Delivered,10,747574,201845.0,545729.0
818,4,2023-02-04 01:00:00,Aditi Verma,50,Canada,Chennai,Keyboard,19,55703,20807,24,Net Banking,Delivered,9,1058357,254006.0,804351.0
819,19,2023-02-04 02:00:00,Sophia Davis,26,India,Dubai,Gaming Console,7,48819,25343,18,UPI,Delivered,6,341733,61512.0,280221.0
820,20,2023-02-04 03:00:00,Haruto Tanaka,26,UK,Hyderabad,Tablet,42,29469,14216,2,Net Banking,Returned,4,1237698,24754.0,1212944.0
821,1,2023-02-04 04:00:00,Haruto Tanaka,21,Singapore,Kolkata,Gaming Console,42,4845,6412,3,Cash on Delivery,Pending,14,203490,6105.0,197385.0
822,20,2023-02-04 05:00:00,Diya Iyer,52,France,Tokyo,Fitness Band,20,24290,22014,10,Debit Card,Delivered,4,485800,48580.0,437220.0
823,17,2023-02-04 06:00:00,Aditi Verma,34,Singapore,Paris,Smartphone,9,31699,22323,14,Net Banking,Shipped,8,285291,39941.0,245350.0
824,12,2023-02-04 07:00:00,Liam Walker,51,Australia,Bangalore,Tablet,17,45252,24764,0,Net Banking,Delivered,7,769284,0.0,769284.0
825,15,2023-02-04 08:00:00,Aditi Verma,41,UAE,Dubai,Earbuds,27,4293,29297,8,Net Banking,Shipped,1,115911,9273.0,106638.0
826,1,2023-02-04 09:00:00,Aarav Patel,49,Japan,Paris,Smartwatch,47,58089,6949,10,Cash on Delivery,Returned,6,2730183,273018.0,2457165.0
827,14,2023-02-04 10:00:00,Liam Walker,18,UK,Paris,Gaming Console,2,17608,2225,18,Net Banking,Shipped,8,35216,6339.0,28877.0
828,6,2023-02-04 11:00:00,James Smith,25,Australia,Mumbai,Fitness Band,36,67273,16370,12,Cash on Delivery,Delivered,3,2421828,290619.0,2131209.0
829,5,2023-02-04 12:00:00,Chen Wei,40,UAE,Hyderabad,Tablet,19,17619,9804,25,Cash on Delivery,Delivered,14,334761,83690.0,251071.0
830,11,2023-02-04 13:00:00,Sophia Davis,57,Germany,Hyderabad,Smartphone,17,79006,8022,15,Debit Card,Pending,9,1343102,201465.0,1141637.0
831,4,2023-02-04 14:00:00,Chen Wei,29,Japan,Mumbai,Smart TV,5,15779,27751,3,UPI,Returned,10,78895,2367.0,76528.0
832,13,2023-02-04 15:00:00,Haruto Tanaka,29,Canada,London,Router,39,52040,14163,0,Cash on Delivery,Shipped,2,2029560,0.0,2029560.0
833,11,2023-02-04 16:00:00,Aditi Verma,32,USA,Bangalore,Earbuds,18,57325,5284,19,Credit Card,Returned,14,1031850,196052.0,835798.0
834,3,2023-02-04 17:00:00,James Smith,58,France,Chennai,DSLR Camera,7,22630,9972,12,Net Banking,Delivered,6,158410,19009.0,139401.0
835,1,2023-02-04 18:00:00,Yuki Nakamura,36,Italy,Kolkata,Tablet,17,13178,18116,0,Credit Card,Pending,12,224026,0.0,224026.0
836,6,2023-02-04 19:00:00,Emily Johnson,43,India,Tokyo,DSLR Camera,39,20935,29452,4,Net Banking,Delivered,1,816465,32659.0,783806.0
837,18,2023-02-04 20:00:00,Fatima Khan,46,India,Kolkata,Laptop,36,48258,29614,4,Debit Card,Delivered,12,1737288,69492.0,1667796.0
838,10,2023-02-04 21:00:00,James Smith,39,Canada,Bangalore,Keyboard,40,23784,10555,13,Cash on Delivery,Delivered,11,951360,123677.0,827683.0
839,5,2023-02-04 22:00:00,Diya Iyer,57,China,Kolkata,Smartwatch,45,64722,13176,26,UPI,Shipped,2,2912490,757247.0,2155243.0
840,10,2023-02-04 23:00:00,Aarav Patel,38,India,Mumbai,Tablet,4,24027,25692,22,Cash on Delivery,Delivered,13,96108,21144.0,74964.0
841,12,2023-02-05 00:00:00,Fatima Khan,55,France,Hyderabad,Power Bank,38,58853,25222,13,Net Banking,Returned,5,2236414,290734.0,1945680.0
842,2,2023-02-05 01:00:00,Aditi Verma,37,Canada,Kolkata,Smartphone,25,68359,7946,7,UPI,Returned,1,1708975,119628.0,1589347.0
843,13,2023-02-05 02:00:00,Emma Brown,46,UK,New York,Router,5,73388,21500,3,Cash on Delivery,Pending,8,366940,11008.0,355932.0
844,8,2023-02-05 03:00:00,Yuki Nakamura,21,India,Paris,Drone,30,79608,5225,6,UPI,Returned,1,2388240,143294.0,2244946.0
845,2,2023-02-05 04:00:00,James Smith,24,Singapore,Paris,Drone,12,77669,20561,19,Net Banking,Delivered,13,932028,177085.0,754943.0
846,20,2023-02-05 05:00:00,Sophia Davis,45,Canada,Dubai,Gaming Console,4,16111,15269,18,Debit Card,Delivered,9,64444,11600.0,52844.0
847,1,2023-02-05 06:00:00,Aditi Verma,45,France,Bangalore,Wireless Mouse,24,33312,23171,14,Debit Card,Returned,10,799488,111928.0,687560.0
848,5,2023-02-05 07:00:00,Arjun Reddy,21,Singapore,London,Power Bank,29,25161,25364,21,Cash on Delivery,Pending,11,729669,153230.0,576439.0
849,9,2023-02-05 08:00:00,Rahul Sharma,39,Japan,Berlin,Laptop,9,68313,1909,3,Credit Card,Pending,3,614817,18445.0,596372.0
850,17,2023-02-05 09:00:00,James Smith,29,Japan,Berlin,Smartwatch,4,51374,8705,29,Net Banking,Returned,12,205496,59594.0,145902.0
851,9,2023-02-05 10:00:00,Sophia Davis,20,India,New York,Smart TV,24,25014,16865,18,Cash on Delivery,Shipped,2,600336,108060.0,492276.0
852,11,2023-02-05 11:00:00,Aarav Patel,39,Singapore,Mumbai,Earbuds,14,47389,756,8,Cash on Delivery,Shipped,1,663446,53076.0,610370.0
853,15,2023-02-05 12:00:00,Emily Johnson,19,USA,Delhi,DSLR Camera,5,19161,18605,20,Debit Card,Shipped,9,95805,19161.0,76644.0
854,6,2023-02-05 13:00:00,Arjun Reddy,41,UAE,Mumbai,Laptop,18,8490,16204,12,UPI,Shipped,4,152820,18338.0,134482.0
855,3,2023-02-05 14:00:00,Chen Wei,51,Japan,Paris,Gaming Console,42,25502,18307,13,Net Banking,Returned,12,1071084,139241.0,931843.0
856,17,2023-02-05 15:00:00,Emily Johnson,44,USA,London,Earbuds,19,36757,21837,22,UPI,Pending,1,698383,153644.0,544739.0
857,5,2023-02-05 16:00:00,Chen Wei,58,UK,London,Drone,12,42111,3490,27,Net Banking,Delivered,1,505332,136440.0,368892.0
858,12,2023-02-05 17:00:00,Aditi Verma,18,Canada,New York,Fitness Band,18,59645,1695,13,Credit Card,Delivered,7,1073610,139569.0,934041.0
859,18,2023-02-05 18:00:00,Rahul Sharma,25,UAE,Dubai,Smart TV,17,60055,21443,21,Debit Card,Returned,2,1020935,214396.0,806539.0
860,14,2023-02-05 19:00:00,James Smith,40,Australia,Bangalore,Gaming Console,30,9998,21249,9,Credit Card,Delivered,7,299940,26995.0,272945.0
861,11,2023-02-05 20:00:00,James Smith,55,France,Chennai,Smartphone,24,29906,1744,15,Cash on Delivery,Shipped,12,717744,107662.0,610082.0
862,9,2023-02-05 21:00:00,Emma Brown,23,Italy,Hyderabad,Fitness Band,11,71192,11915,4,Debit Card,Pending,7,783112,31324.0,751788.0
863,2,2023-02-05 22:00:00,Haruto Tanaka,39,Canada,New York,DSLR Camera,35,51477,7266,22,Cash on Delivery,Returned,10,1801695,396373.0,1405322.0
864,12,2023-02-05 23:00:00,Emma Brown,42,UAE,London,Wireless Mouse,23,37901,22186,26,Credit Card,Pending,14,871723,226648.0,645075.0
865,3,2023-02-06 00:00:00,Diya Iyer,35,France,Berlin,Power Bank,17,53021,12162,5,Net Banking,Returned,9,901357,45068.0,856289.0
866,3,2023-02-06 01:00:00,Aditi Verma,34,UAE,Delhi,Router,1,30092,16710,25,Cash on Delivery,Returned,13,30092,7523.0,22569.0
867,1,2023-02-06 02:00:00,Aditi Verma,29,Singapore,Tokyo,Tablet,15,2242,29243,1,UPI,Returned,7,33630,336.0,33294.0
868,8,2023-02-06 03:00:00,Rahul Sharma,23,UK,London,Fitness Band,32,2831,29045,12,Net Banking,Returned,13,90592,10871.0,79721.0
869,8,2023-02-06 04:00:00,Emma Brown,43,Germany,Dubai,Laptop,9,51721,18190,28,Net Banking,Pending,14,465489,130337.0,335152.0
870,11,2023-02-06 05:00:00,Sophia Davis,44,Italy,Dubai,Keyboard,15,29511,10813,12,Credit Card,Delivered,1,442665,53120.0,389545.0
871,9,2023-02-06 06:00:00,Chen Wei,25,India,London,Tablet,28,73782,2902,18,Credit Card,Returned,12,2065896,371861.0,1694035.0
872,5,2023-02-06 07:00:00,Sophia Davis,36,UAE,Dubai,Wireless Mouse,24,19302,17380,17,Debit Card,Shipped,13,463248,78752.0,384496.0
873,14,2023-02-06 08:00:00,Rahul Sharma,59,France,New York,Earbuds,35,56568,20283,27,Debit Card,Returned,8,1979880,534568.0,1445312.0
874,3,2023-02-06 09:00:00,Yuki Nakamura,18,France,London,Drone,22,4232,13775,18,UPI,Pending,8,93104,16759.0,76345.0
875,5,2023-02-06 10:00:00,Haruto Tanaka,46,Singapore,London,Fitness Band,27,52507,28682,0,Net Banking,Returned,4,1417689,0.0,1417689.0
876,5,2023-02-06 11:00:00,Sophia Davis,52,USA,Bangalore,Tablet,19,77508,15415,7,UPI,Shipped,13,1472652,103086.0,1369566.0
877,19,2023-02-06 12:00:00,Liam Walker,57,Canada,Hyderabad,Power Bank,45,11683,1409,21,UPI,Pending,8,525735,110404.0,415331.0
878,14,2023-02-06 13:00:00,Diya Iyer,31,Germany,Delhi,Bluetooth Speaker,12,24664,16306,15,Credit Card,Returned,4,295968,44395.0,251573.0
879,4,2023-02-06 14:00:00,Fatima Khan,52,China,Dubai,Earbuds,20,34172,872,28,UPI,Shipped,8,683440,191363.0,492077.0
880,13,2023-02-06 15:00:00,Rahul Sharma,37,India,Bangalore,DSLR Camera,1,65340,29533,1,UPI,Pending,5,65340,653.0,64687.0
881,10,2023-02-06 16:00:00,Rahul Sharma,30,Australia,Paris,Gaming Console,21,12017,23120,7,Cash on Delivery,Returned,4,252357,17665.0,234692.0
